"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","gender","age","language","PID","sona_id","subStim","optStim","stim1","stim2","infoCond","optimCond","bonus","banditTrial","choice","cue","feedback","estimateData","leftOption","rightOption","choiceName","leftInput","rightInput","key_press","responses","postQ","singleEst"
"2656","<p> Congratulations, you have finished the main part of the experiment. </p><p>Before you finish, we have a few short questions about the options and outcomes you saw in the task.</p>","0","html-button-response","65","334220","0.0-9.0","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","","",""
"3630","<p><b>Now, imagine that you clicked on the below button for another 10 trials (this includes <i> BOTH WIN and NO-WIN trials</i>).</p> <img src= 'imgNWTK/FindOutNow.jpg'></img></br></br> <p><b>Please type the reward (number of points) you would expect to receive on every trial.</br> Click start to begin.</p>","0","html-button-response","66","337850","0.0-10.0","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","","",""
"6010","","","survey-number","67","343872","0.0-11.0-0.0","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""89""}","imgNWTK/FindOutNow.jpg",""
"5423","","","survey-number","68","349298","0.0-11.0-0.1","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""88""}","imgNWTK/FindOutNow.jpg",""
"2505","","","survey-number","69","351810","0.0-11.0-0.2","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""89""}","imgNWTK/FindOutNow.jpg",""
"1388","","","survey-number","70","353207","0.0-11.0-0.3","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""89""}","imgNWTK/FindOutNow.jpg",""
"1183","","","survey-number","71","354402","0.0-11.0-0.4","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""89""}","imgNWTK/FindOutNow.jpg",""
"2003","","","survey-number","72","356416","0.0-11.0-0.5","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""102""}","imgNWTK/FindOutNow.jpg",""
"3145","","","survey-number","73","359572","0.0-11.0-0.6","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""190""}","imgNWTK/FindOutNow.jpg",""
"2196","","","survey-number","74","361770","0.0-11.0-0.7","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""182""}","imgNWTK/FindOutNow.jpg",""
"1707","","","survey-number","75","363482","0.0-11.0-0.8","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/FindOutNow.jpg",""
"1929","","","survey-number","76","365416","0.0-11.0-0.9","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/FindOutNow.jpg",""
"1358","<p><b>Imagine that you clicked on the below button for another 10 trials (this includes <i> both WIN and NO-WIN trials</i>).</p> <img src= 'imgNWTK/KeepItSecret.jpg'></img></br></br> <p><b>Please type the reward (number of points) you would expect to receive on every trial.</br> Click start to begin.</p>","0","html-button-response","77","366776","0.0-12.0","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","","",""
"4757","","","survey-number","78","371542","0.0-13.0-0.0","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"1013.0000000000582","","","survey-number","79","372562","0.0-13.0-0.1","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"2755","","","survey-number","80","375321","0.0-13.0-0.2","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""20""}","imgNWTK/KeepItSecret.jpg",""
"3387","","","survey-number","81","378714","0.0-13.0-0.3","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""89""}","imgNWTK/KeepItSecret.jpg",""
"1272.0000000000582","","","survey-number","82","379991","0.0-13.0-0.4","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""92""}","imgNWTK/KeepItSecret.jpg",""
"1668","","","survey-number","83","381667","0.0-13.0-0.5","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""100""}","imgNWTK/KeepItSecret.jpg",""
"1889","","","survey-number","84","383559","0.0-13.0-0.6","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""183""}","imgNWTK/KeepItSecret.jpg",""
"2008","","","survey-number","85","385571","0.0-13.0-0.7","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"1349","","","survey-number","86","386924","0.0-13.0-0.8","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"1021","","","survey-number","87","387953","0.0-13.0-0.9","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"19318","","","survey-number","88","407284","0.0-14.0","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","","imgNWTK/FindOutNow.jpg"
"5220","","","survey-number","89","412509","0.0-15.0","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","{""undefined"":""0""}","","imgNWTK/KeepItSecret.jpg"
"2088","<p style=""text-align:left;"">Great! We are almost at the end of the study... (Please do not close the browser window yet.)</p><p> Your final points balance is 2968, which equals to a bonus payment of $2.97. Please collect your payment from Mathews Building Room 721 (Mon-Fri 9am-5pm); please email amy.x.li@unsw.edu.au at least 24 hours prior to collection so that this is ready for you.</p><p style=""text-align:left;"">To view the debriefing form, please click <a href=""./imgNWTK/debrief_3205.pdf"" target=""_blank"">here</a> to download a copy.</p><p style=""text-align:left;"">Then, <b>please click the below button</b> to confirm that you have received your debrief and to complete the study. Upon clicking ""Finish!"", your SONA credit will be automatically assigned.</p>","0","html-button-response","90","414597","0.0-16.0","female","18","Australia","31993","25345","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","sub","2.97","","","","","","","","","","","","","",""
