"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","gender","age","language","PID","sona_id","subStim","optStim","stim1","stim2","infoCond","optimCond","bonus","banditTrial","choice","cue","feedback","estimateData","leftOption","rightOption","choiceName","leftInput","rightInput","key_press","responses","postQ","singleEst"
"1313","<p> Congratulations, you have finished the main part of the experiment. </p><p>Before you finish, we have a few short questions about the options and outcomes you saw in the task.</p>","0","html-button-response","65","346303","0.0-9.0","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","","",""
"1091","<p><b>Now, imagine that you clicked on the below button for another 10 trials (this includes <i> BOTH WIN and NO-WIN trials</i>).</p> <img src= 'imgNWTK/KeepItSecret.jpg'></img></br></br> <p><b>Please type the reward (number of points) you would expect to receive on every trial.</br> Click start to begin.</p>","0","html-button-response","66","347396","0.0-10.0","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","","",""
"3685","","","survey-number","67","351099","0.0-11.0-0.0","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""10""}","imgNWTK/KeepItSecret.jpg",""
"3846","","","survey-number","68","354951","0.0-11.0-0.1","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"2806","","","survey-number","69","357766","0.0-11.0-0.2","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"774","","","survey-number","70","358545","0.0-11.0-0.3","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"631","","","survey-number","71","359184","0.0-11.0-0.4","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"631","","","survey-number","72","359822","0.0-11.0-0.5","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"484.0000000000582","","","survey-number","73","360309","0.0-11.0-0.6","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"555","","","survey-number","74","360868","0.0-11.0-0.7","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"1078","","","survey-number","75","361949","0.0-11.0-0.8","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"832","","","survey-number","76","362788","0.0-11.0-0.9","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/KeepItSecret.jpg",""
"1418","<p><b>Imagine that you clicked on the below button for another 10 trials (this includes <i> both WIN and NO-WIN trials</i>).</p> <img src= 'imgNWTK/FindOutNow.jpg'></img></br></br> <p><b>Please type the reward (number of points) you would expect to receive on every trial.</br> Click start to begin.</p>","0","html-button-response","77","364207","0.0-12.0","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","","",""
"2437","","","survey-number","78","366647","0.0-13.0-0.0","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""100""}","imgNWTK/FindOutNow.jpg",""
"1075","","","survey-number","79","367728","0.0-13.0-0.1","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""100""}","imgNWTK/FindOutNow.jpg",""
"1875.9999999999418","","","survey-number","80","369608","0.0-13.0-0.2","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""89""}","imgNWTK/FindOutNow.jpg",""
"1344.0000000000582","","","survey-number","81","370959","0.0-13.0-0.3","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""73""}","imgNWTK/FindOutNow.jpg",""
"1543","","","survey-number","82","372506","0.0-13.0-0.4","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""84""}","imgNWTK/FindOutNow.jpg",""
"766","","","survey-number","83","373276","0.0-13.0-0.5","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/FindOutNow.jpg",""
"505","","","survey-number","84","373787","0.0-13.0-0.6","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/FindOutNow.jpg",""
"972","","","survey-number","85","374764","0.0-13.0-0.7","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/FindOutNow.jpg",""
"2064","","","survey-number","86","376832","0.0-13.0-0.8","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/FindOutNow.jpg",""
"784","","","survey-number","87","377622","0.0-13.0-0.9","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","imgNWTK/FindOutNow.jpg",""
"4322","","","survey-number","88","381953","0.0-14.0","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""0""}","","imgNWTK/KeepItSecret.jpg"
"3651","","","survey-number","89","385607","0.0-15.0","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","{""undefined"":""121""}","","imgNWTK/FindOutNow.jpg"
"21867","<p style=""text-align:left;"">Great! We are almost at the end of the study... (Please do not close the browser window yet.)</p><p> Your final points balance is 2831, which equals to a bonus payment of $2.83. Please collect your payment from Mathews Building Room 721 (Mon-Fri 9am-5pm); please email amy.x.li@unsw.edu.au at least 24 hours prior to collection so that this is ready for you.</p><p style=""text-align:left;"">To view the debriefing form, please click <a href=""./imgNWTK/debrief_3205.pdf"" target=""_blank"">here</a> to download a copy.</p><p style=""text-align:left;"">Then, <b>please click the below button</b> to confirm that you have received your debrief and to complete the study. Upon clicking ""Finish!"", your SONA credit will be automatically assigned.</p>","0","html-button-response","90","407475","0.0-16.0","female","18","Australia","63403","25345","imgNWTK/FindOutNow.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/KeepItSecret.jpg","imgNWTK/FindOutNow.jpg","info","optim","2.83","","","","","","","","","","","","","",""
